text,id
нa мoнeт звeзд купить билeт лeтo скaзка гдe всe eсть всe чтo тoлькo xoчeть тaм цвeтут цвeт слaдкиe нoчить тaм мoи твoь любыe мeчта aaa бaнaич кoкoс aaa aпeльсинoвый рaй стoит тoлькo зaxoтeть мoжнo звeзд стoит тoлькo зaxoтeть нeбa сoбрaть нa мoнeт звeзд купить билeт скaзка гдe цвeтныe день сoчныe крaски всe твoь мeчта нa oстрoвe этoм мoжeт eгo тoжe нaйдeть aaa бaнaич кoкoс aaa aпeльсинoвый рaй стoит тoлькo зaxoтeть мoжнo звeзд стoит тoлькo зaxoтeть нeбa сoбрaть тaм цвeтут цвeт слaдкиe нoчить тaм мoи твoь любыe мeчта aaa бaнaич кoкoс aaa aпeльсинoвый рaй стoит тoлькo зaxoтeть мoжнo звeзд стoит тoлькo зaxoтeть нeбa сoбрaть тaм цвeтут цвeт слaдкиe нoчить тaм мoи твoь любыe мeчта aaa бaнaич кoкoс aaa aпeльсинoвый рaй стoит тoлькo зaxoтeть мoжнo звeзд стoит тoлькo зaxoтeть нeбa сoбрaть ,83
гадать луна один два имя ктоть небо писать давно влюбить это мираж сказка быль мы встретиться сказать сколько мы миля сказать лететь лететь неделя год лететь лететь неведомый лететь неделя мы они путь перекрёсток два дорога суметь найти лететь лететь неделя год лететь лететь неведомый лететь неделя мы они путь перекрёсток два дорога суметь найти страница разный книга герой разный год исправить это вмиг препятствие нарисовать мечта наш страсть океан океан написать ты стих свой любовь роман ты роман лететь лететь неделя год лететь лететь неведомый лететь неделя мы они путь перекрёсток два дорога суметь найти лететь лететь неделя год лететь лететь неведомый лететь неделя мы они путь перекрёсток два дорога суметь найти лететь лететь неделя год лететь лететь неведомый лететь неделя мы они путь перекрёсток два дорога суметь найти лететь лететь лететь неделя лететь неделя лететь перекрёсток два дорога суметь найти ,84
позвонить открыть звать душить забить твой слово казаться кружиться голова мармеладный право поцеловать обнимать развести любить забыть твой слово казаться кружиться голова мармеладный право попробовать мм попробовать джага джага попробовать мм это казаться кружиться голова мармеладный право попробовать мм попробовать джага джага попробовать мм это казаться кружиться голова мармеладный право остыть простить беречь решить забить твой слово казаться кружиться голова мармеладный право шептать шипеть звать целовать забыть твой слово казаться кружиться голова мармеладный право попробовать мм попробовать джага джага попробовать мм это казаться кружиться голова мармеладный право попробовать мм попробовать джага джага попробовать мм это казаться кружиться голова мармеладный право попробовать мармеладный право мармеладный право попробовать мм попробовать джага джага попробовать мм это казаться кружиться голова мармеладный право попробовать мм попробовать джага джага попробовать мм это казаться кружиться голова мармеладный право ,85
отказаться подарить ты понимать это сложно б знать мир мир любовь мир простой мальчик лететь навстречу жизнь простой девочка что отставать лицо маечка портрет безукоризненный звать лететь бежать простой мальчик лететь навстречу жизнь простой девочка что отставать лицо маечка сюжет безукоризненный звать лететь бежать оглянуться дать повсюду ждать знать приехать ждать ждать идти дождь зимой лето ждать ждать никто ждать мир мир любовь мир простой мальчик лететь навстречу жизнь простой девочка что отставать лицо маечка портрет безукоризненный звать лететь бежать простой мальчик лететь навстречу жизнь простой девочка что отставать лицо маечка сюжет безукоризненный звать лететь бежать простой мальчик лететь навстречу жизнь простой девочка что отставать лицо маечка портрет безукоризненный звать лететь бежать бежать простой мальчик лететь навстречу жизнь простой девочка что отставать лицо маечка портрет безукоризненный звать лететь бежать простой мальчик лететь навстречу жизнь простой девочка что отставать лицо маечка сюжет безукоризненный звать лететь бежать простой мальчик простой мальчик простой девочка простой девочка лицо маечка лицо маечка звать лететь бежать ,86
кулачок мой звезда уха приложить звенеть остальной ерунда сердечко говорить небо нету дно билет кино сегодня дотемна один всё один любовь знакомый слово боль всё ночью говорить любовь знакомый слово боль всё ночью говорить любовь приклеить скотч кусочек луна виноватый земля небо вина ладонь сложить громкий прокричать жить слово ты сказать любовь знакомый слово боль всё ночью говорить любовь знакомый слово боль всё ночью говорить любовь любовь знакомый слово боль всё ночью говорить любовь знакомый слово боль всё ночью говорить любовь ,87
жить мочь выбирать бег никуда гдеть давно обида страх снова тон твой нежный рука быстро пройти этот странный дрожь капать слеза мой словно дождь отдаться твой нежный рука никто отдать сойти ум разлука час сойти ум вспоминать сойти ум прикоснуться губа прошептать отдать день ночь всё равно ктоть сказать это давно пульс мой биться имя твой всё нужно остаться вдвоём сойти ум разлука час сойти ум вспоминать сойти ум прикоснуться губа прошептать отдать это день ночь всё равно пусть ктоть сказать это давно горячее пульс мой биться имя твой всё нужно ты остаться вдвоём ты остаться вдвоём сойти ум разлука час сойти ум вспоминать сойти ум прикоснуться губа прошептать отдать сойти ум разлука час сойти ум вспоминать сойти ум прикоснуться губа прошептать отдать ,88
море тёплый дождь чайка белые летать берег один пальма девушка мечтать ой люли мой люли ой люли мой люли ой люли мой люли ой люли поцелуй чайка сказать первый девица улететь б тот край многомногомного разный принц встретить очень полюбить сильно чайка превратиться девица белый птица ой люли люли небо синий ой люли мой люли чайка белый летать ой люли мой люли одинокий летать ой люли поцелуй принц всё мечтать б звезда красивый далёкий восхищалисить я сказать девушка зелёный бейсболка яркий планета сиять небесклон солнце яркий свет полюбить б стать звезда ой люли мой люли небо синий ой люли мой люли девушказвезда сиять ой люли мой люли одинокий сиять ой люли поцелуй счастие всё мечтать дождь звезда гдеть небо чайка плакать сидеть пирс паренёк сидеть девчонка рыбачить немного море улыбка блин зло клевать тянуть парень золотой рыбка ой море синий море южный рыбка рыбка простой исполнять желание такой золотой ой ой люли мой люли ой люли мой люли ой люли мой люли ой люли поцелуй ,89
спешить лететь ты знать рисовать представлять сюжет тот картина вместе месть мой точно непонятно быть твой без всякий причина муся муся пусить пусить миленький горе весь вкус рядом ты бабочка пархая весь всё проблема просто съесть муся муся пусить пусить миленький горе весь вкус рядом ты бабочка пархая весь всё проблема просто съесть мечтать ты муся десятый день подряд забыть прокол твой рад открываться отрываться я попробовать это уходить помнить муся муся пусить пусить миленький горе весь вкус рядом ты бабочка пархая весь всё проблема просто съесть муся муся пусить пусить миленький горе весь вкус рядом ты бабочка пархая весь всё проблема просто съесть муся муся пусить пусить миленький горе весь вкус рядом ты бабочка пархая весь всё проблема ночью ночью сье муся муся пусить пусить миленький горе весь вкус рядом ты бабочка пархая весь всё проблема просто съесть муся муся пусить пусить миленький горе весь вкус рядом ты бабочка пархая весь всё проблема ночью сье ,90
почему молчать слышать говорить дышать устать ждать пока короткий гудок заменить грустный слово понять совершить ошибка снова лицо увидеть улыбка ответить разрывать тишина мочь хотеться сказать ты я порядок это ерунда просто играть прятки б соврать игра проиграть остановиться капкан попасть слышать голос твой видеть твой губа понимать убежать отсюда остановиться время место знать быть вместе ты забыть сердце открыть душа отпустить ты сказать быть спать быть знать твой голос нежный готовый всё отдать ууоуууо ты забыть сердце открыть душа отпустить ты сказать быть спать быть знать твой голос нежный готовый всё отдать ууоуууо эх заковать мой небонебо стальной клетка поставить сердце больной метка довестись ты встретиться душа воля рваться тело метаться надеяться дождаться ты вернуться голос отозваться сбросить груз душа дышать живить быть я расставание измеряться любовь ты забыть сердце открыть душа отпустить ты сказать быть спать быть знать твой голос нежный готовый отдать ууоуууо ты сказать быть спать быть знать твой голос нежный готовый отдать ,91
романтика романтика романтика романтика красивый девушка место сидеться готовый день ночь плясать веселиться менять поклонник зажигать дискотека лететь кудато край свет однажды равно найти равно какой кино видеть хотеть чтоть сказать милый тихий хотеть сесть близкий обнять заглянуть глаз видеть важный хотеть сказать сесть близкий ответить хотеть знать милый тихий хотеть ты сказать близкий близкий тот любить близкий близкий трудно понять романтика самолёт романтика автомобиль романтика курорт романтика ой девочка влюбиться полететь карусель звонок смска ночной свидание подруга кафе эспресcый сцена ревность скандал знание подруга замкнутый круг итог равно полюбить такой один такой свой видеть хотеть чтоть сказать милый тихий хотеть сесть близкий обнять заглянуть глаз видеть важный хотеть сказать сесть близкий ответить хотеть знать милый тихий хотеть ты сказать близкий близкий дура влюбиться близкий слышать романтика самолёт романтика автомобиль романтика курорт романтика романтика самолёт романтика автомобиль романтика гастроль романтика романтика романтика романтика ,92
просто здравствуй просто дело наверное начать встреча пока смотреть издалёка слеза ветер глаз асфальт домик белый мел рисовать неумело дорожка золотой аллея гонять голубеть карусель закружиться отражение лужица желание сбыться плакать смотреть сторона счастие босиком ковёр сон плакать смотреть глаз твой втроём плакать смотреть сторона счастие босиком ковёр сон плакать смотреть глаз твой просто здравствуй просто дело мой рука твой рука парка суббота счастие час ручеёк кораблик белыйбелый стать капитан смелый пока тень пустой аллея гонять голубеть карусель закружиться отражение лужица желание сбыться плакать смотреть сторона счастие босиком ковёр сон плакать смотреть глаз твой плакать смотреть сторона счастие босиком ковёр сон плакать смотреть глаз твой втроём плакать смотреть сторона счастие босиком ковёр сон плакать смотреть глаз твой плакать смотреть ,93
хватать твой горячий палец просить я сжалиться утро жёстко непоправимый рядом всё снова всё мимо плакать звезда плакать капать слеза капать падать звезда падать плакать плакать звезда плакать капать слеза капать падать звезда падать плакать падать листва ветер уносить жёлтый листва бросать осень расколоться мир сотня кусочек щека мокрый точка плакать звезда плакать капать слеза капать падать звезда падать плакать плакать звезда плакать капать слеза капать падать звезда падать плакать врезаться кровь твой слово седьмой восход жизнь твой подругий мочь поверь верить ты падать звезда падать плакать плакать звезда плакать капать слеза капать падать звезда падать плакать падать звезда падать плакать ,94
берег морской берег морской сегодня довольный ты красный вино здоровый кальян морской песок мы кровать диван музыка играть девчёнка зажигать нагой тело мать родить слегка перекосить море это сила танцыобниманец танцевать вокруг испанец танцевать лезгинка оранжевый ботинок танцыобниманец танцевать вокруг испанец танцевать лезгинка оранжевый ботинок слышать вдалеке знакомый слово хачапури чучхесть пахлава форель копчёный пиво холодный шашлык ачм шаурм уаа голодный добрый вопрос задать индус варёный кукуруза варёный кукуруза арбуз хотеть ускоглазый индус танцыобниманец танцевать вокруг испанец танцевать лезгинка оранжевый ботинок танцыобниманец танцевать вокруг испанец танцевать лезгинка оранжевый ботинок танцыобниманец танцевать вокруг испанец танцевать лезгинка оранжевый ботинок танцыобниманец танцевать вокруг испанец танцевать лезгинка оранжевый ботинок танцыобниманец танцевать лезгинка оранжевый ботинок танцыобниманец танцевать лезгинка оранжевый ботинок танцыобниманец ,95
сквозь туман дорога чтоть манить туда отпустить сам виноватый сам ругать знать суметь понять винить причина другой семья знать пролетать день мимо я замечать улыбка это конец фильм жизнь стать уныло знать пролетать день мимо я замечать улыбка твой это конец фильм хотеться свет плачущий фара дорога идти туда никуда ночь спасть везде искать знать суметь понять винить причина другой семья знать пролетать день мимо я замечать улыбка твой это конец фильм жизнь стать уныло знать пролетать день мимо я замечать улыбка это конец фильм хотеться знать суметь знать смочь винить причина другой семья знать пролетать день мимо я замечать улыбка твой это конец фильм жизнь стать уныло знать пролетать день мимо я замечать улыбка это конец фильм хотеться ,96
знать хотеть хотеть комуть чтоть доказать коготь отнять жизнь заплатить маленький должный узнать вопервое самодостаточныйн вовторое свой космический талант никто грузить ломать это слово жених послушайвот ты сказать ниже рост губин ое дело размер ое целый губа ое лишь один ты верить ое ниже рост губин ое дело размер ое целый губа ое лишь один ты верить ое хотеть звездойить хотеть жить звезда пора определиться както постараться понять быть делать хотеть быть ты сегодня хотеть сказать ниже рост губин ое дело размер ое целый губа ое лишь один ты верить ое ниже рост губин ое дело размер ое целый губа ое лишь один ты верить ое ниже рост ниже рост губин ое дело размер ое целый губа ое лишь один ты верить ое ниже рост губин ое дело размер ое целый губа ое лишь один ты верить ое ое 4 раз ниже рост ниже рост губин ое дело размер ое целый губа ое лишь один ты верить ое ниже рост губин ое дело размер ое целый губа ое лишь один ты верить ое ,97
написать открытка память забыть почтовый знать твой простить нарисовать любовь строчка написать мой глаз слово подойти близкий услышать сердце шептать тихий бог выдумать двое видимо разделить пополам словно река берег бог выдумать двое видимо разделить пополам словно река берег думать любить просто чувство мой разорить весна простить мой мысль отпустить ждать тот участь устать отпустить подойти близкий услышать сердце шептать тихий бог выдумать двое видимо разделить пополам словно река берег бог выдумать двое видимо разделить пополам словно река берег бог выдумать двое видимо разделить пополам словно река берег бог выдумать двое видимо разделить пополам словно река берег ,98
снег белый метель замести длинный дорога ты москва прийти весна тепло забрать уехать туда туман прятать твой ласковый взгляд просто знать быть ждать скорый возвращаться назад гдеть лондонский дождь боль крик поздравлять каждый открытка любовь писать день рождение вика звезда смотреть небо понять мой печаль знать потерять жаль уезжать несколько слово хотеть прощание сказать просто знать быть ждать скорый возвращаться назад ,99

